Player,CC Player ID,Current Team,Teams,Playing Role,Batting Style,Bowling Style
Jabulisa Tshuma,1698750,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Joshua Mawire,1698898,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Manson Chikowero,1698897,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Nyasha Dube,1699316,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Nyasha Mayavo,1699314,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Remembrance Nyathi,1698753,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Shepherd Dube,1699315,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Tafara Chingwara,1698760,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Takudzwanashe Kaitano,1698756,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Tarisai Musakanda,1698759,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Tashinga Musekiwa,1698752,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Trevor Chibvongodze,1698754,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Trevor Gwandu,1698757,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Wallace Mubaiwa,1698895,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Walter Matawu,1698751,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Acrey Pascal,1768373,Ilala Boys,"TCA Combine,Alaf Aces,Aruti Aces B,Alaf Aces B,Dar Tigers,Patel Brotherhood A,Ilala Boys U18,Aces,Aruti Aces,Patel Titans,Patel B,Dar Boys,GP Chui Challengers,Twiga Titans,KINGS,Ilala Boys,Dar Motor36 Stars,Patel Brotherhood B,Dar Combine,Buffalo Gladiators",All Rounder,Right Handed Batter,Right Arm Medium
Kibwana Salum,1722715,Balakrishna Foundation Aces,"Ngorongoro Titans,Moro Stars,Uluguru Stars,Aces,Aruti Aces,Aces A,Alaf Aces,Royal Rhinos,Delaware Twiga Titans,Ashton Buffalo Blasters,E-Parking Aces,Chui Challengers,Balakrishna Foundation Aces,Chui Riders",Bowler,Right Handed Batter,Right Arm Medium
Ajikumar Bala,1723148,Caravans B,"Caravans B,Caravans",Bowler,Right Handed Batter,Right Arm Off Spin
Arjun Kumar,1723149,Caravans C,"Caravans C,Caravans",Bowler,Right Handed Batter,Right Arm Medium
Gerald Dzunguza,1768374,Caravans B,"Alliance Caravans,Caravans B,Caravans,RAS Logistics Caravans B,Buffalo Blasters",All Rounder,Right Handed Batter,Right Arm Medium
Issa Safari,1753502,Alliance Caravans,"Serengeti Giants,TCA Combine,Arusha Boys U18,Caravans B,Caravans,Twiga Titans,Reliance Simba Kings,Arusha Boys,Toyam Chui Challengers,Alliance Caravans,Royal Rhinos,RAS Logistics Caravans B,Caravans C,Dar Combine,Chui Riders",Bowler,Right Handed Batter,Right Arm Medium
Johnson Nyambo,1753479,Alliance Caravans,"Serengeti Giants,Arusha Boys U18,Caravans B,Caravans,Simba Kings,Reliance Simba Kings,Ashton Buffalo Blasters,Arusha Boys,Alliance Caravans,KINGS,Chui Challengers,Caravans C,TCA BOYS U19,Tanzania,Tembo Rangers",All Rounder,Right Handed Batter,Right Arm Medium
Joji Arackel,1726530,Caravans C,"Caravans C,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Kiran Madhu,1723150,Caravans D,"Caravans C,Caravans D,Caravans,Caravans B",All Rounder,Right Handed Batter,Right Arm Medium
Praveen Puthanpurayil,1723151,Caravans B,"Alliance Caravans,Caravans B,Caravans,RAS Logistics Caravans B",Bowler,Right Handed Batter,Right Arm Medium
Rahul Nair,1723152,Caravans D,"Caravans B,Caravans D,Caravans C,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Suraj Ratnakumar,1723153,Caravans D,"Caravans B,Caravans D,Caravans C,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Vivek Acharya,1723155,Caravans B,"Caravans B,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Vivek Goyal,1723154,Caravans D,"Caravans B,Caravans D,Caravans C,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Baraka Robert,1722021,Specialized K&P A,"Specialized K&P A,Gupta Upanga SC - B,Gymkhana B,Gymkhana,Gupta Upanga SC - A,Kilimanjaro Aces,Twiga Titans,Arusha Boys,Toyam Chui Challengers,NTS Bosch Gymkhana,Azania Bank Upanga SC,Royal Rhinos,Chui Riders,DTB Gymkhana",All Rounder,Right Handed Batter,Right Arm Leg Spin
Karimu Athumani,1722022,Caravans B,"Arusha Boys U18,Caravans B,Caravans,Gymkhana,Kilimanjaro Aces,Chui Challengers,Delaware Twiga Titans,Ashton Buffalo Blasters,Arusha Boys,Alliance Caravans,EMPERORS,Twiga Titans,Caravans C,Dar Combine",Bowler,Right Handed Batter,Right Arm Medium
Augustine Mwamele,1753504,Park Mobile Lions,"Sklpsc,Morogoro Boys U18,Moro Stars,Morogoro Stars,Sklpsc B,Strikers A,Upanga Sports Club,Lions C,Kilimanjaro Aces,Chui Challengers,Upanga SC - B,Meru Royal Rhinos,Morogoro Boys,Lions Academy,FMED Upanga,Ateme Sklpsc,Royal Rhinos,Lions A,Park Mobile Lions,Black & Decker Upanga",Bowler,Right Handed Batter,Right Arm Off Spin
Mustafa Dodia,1721998,Gupta Upanga SC - B,"Strikers A,Gupta Upanga SC - B,Upanga SC - B",All Rounder,Right Handed Batter,Right Arm Off Spin
Nimesh Darji,1721997,Strikers B,"Strikers,Strikers B,Strikers A,Balakrishna Strikers",All Rounder,Right Handed Batter,Right Arm Off Spin
Shivan Kamania,1721995,Gupta Upanga SC - B,"Gupta Upanga SC - B,Strikers A,Gupta Upanga SC - A,Upanga SC - B,Ashton Buffalo Blasters",All Rounder,Right Handed Batter,Right Arm Off Spin
Virendra Kamania,1721996,Gupta Upanga SC - B,"Azania Bank Upanga SC,FMED Upanga,Gupta Upanga SC - A,LEGENDS,Upanga Sports Club,Strikers A,Dar Legends XI,Gupta Upanga SC - B,Black & Decker Upanga",All Rounder,Right Handed Batter,Right Arm Leg Spin
Humayun Taj,1726538,Azania Bank Pak Stars,"Harab Motors Pak Stars,GP,Gp,Pak Stars,GP Pak Stars,Pak Stars B,Azania Bank Pak Stars,Azania Bank Stars",All Rounder,Right Handed Batter,Right Arm Medium
Salmini Yusuph,1722052,Uluguru Stars,"Serengeti Giants,Gp,Moro Stars,Uluguru Stars,Caravans,Mcc,GP Pak Stars,Twiga Titans,Reliance Simba Kings,Pacific Tembo Stars,Alliance Caravans,Simba Kings,Caravans B,Rhino Challengers",All Rounder,Right Handed Batter,Right Arm Medium
Abdulla Raja,1729353,Annadil Seifee,"Annadil Seifee,Annadil Burhani,Horizon Annadil Burhani,Selous Smashers",All Rounder,Right Handed Batter,Right Arm Medium
Aliasghar Shk Taher Jafferji,1748799,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Ambrose Isaac,1722717,Alaf Aces B,"Alaf Aces,Alaf Aces B,Aces",Bowler,Right Handed Batter,Right Arm Medium
Pankaj Jaiswal,1722716,Aces,"Alaf Aces,Aces",Bowler,Right Handed Batter,Left Arm Off Spin
Mohammed Imran,1726537,Gp,Gp,All Rounder,Right Handed Batter,Right Arm Medium
Naseer Yatoo,1726539,Harab Motors Pak Stars,"Gp,Flashnet Pak Stars,Pak Stars A,Harab Motors Pak Stars,Pak Stars",All Rounder,Right Handed Batter,Right Arm Medium
Hitesh Kakkad,1722722,Gymkhana,Gymkhana,All Rounder,Right Handed Batter,Right Arm Medium
Kunal Lakhani,1722724,Gymkhana,Gymkhana,All Rounder,Right Handed Batter,Right Arm Medium
Kush Bhatt,1722723,Gymkhana,Gymkhana,Bowler,Right Handed Batter,Right Arm Medium
Rahil Kakkad,1722721,Sklpsc B,"Gymkhana,Sklpsc B,Sklpsc,Honest Logistics Sklpsc,Selous Smashers",Wicket Keeper,Right Handed Batter,Right Arm Medium
Dipak Pindoria,1828731,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Govind Kerai,1727113,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Parshotam Varsani,1828733,Estim B,"Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Bogineni Prasad,1741072,Specialized K&P A,"Specialized K&P A,Pacific Tembo Stars,K&p Constructions,Dar Black Panthers,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Hema Suryakant Mullapudi,1779305,Specialized K&P A,"Specialized K&P A,K&p Constructions,K&P Constructions",All Rounder,Right Handed Batter,Right Arm Medium
James Jeyson,1726532,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Vilesh Malayil,1726533,Mcc,Mcc,All Rounder,Right Handed Batter,Right Arm Medium
Akash Phulwani,1741074,Strikers,Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Milap Badiani,1741073,Strikers,Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Anil Ramanbhai Patel,1741078,Patel Brotherhood B,"Patel Brotherhood B,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Medium
Darshil Dhiren Shah,1741079,Gymkhana B,"Patel Brotherhood B,Gymkhana B,Patel Brotherhood,Selous Smashers",All Rounder,Right Handed Batter,Right Arm Medium
Jigar Ashokbhai Shah,1741077,Patel B,"Patel Brotherhood,Patel Brotherhood A,Patel Brotherhood B,Patel B",All Rounder,Right Handed Batter,Right Arm Medium
Burhanuddin Khuzaima,1835024,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Dharmit Laxman,1855586,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Gurvinder Singh,1740285,Flashnet Strikers,"Dar Black Panthers,JiuZhou Gymkhana,Gymkhana,Strikers,TITANS,Flashnet Strikers,DTB Gymkhana",All Rounder,Right Handed Batter,Right Arm Medium
Hussein Lakhani,1740286,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Khurram Abid,1828111,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Krunal Vijaykumar Bhatt,1855587,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Lakshay Parashar,1855589,Dar Tigers,"Dar Black Panthers,Dar Tigers",All Rounder,Right Handed Batter,Right Arm Medium
Rahul Sahni,1855588,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Utraksh Gulati,1855590,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Shamil Hameer,1741463,Econo Lodge Lions,"Lions Castilla,Lions B,Lions Cricket Club,Kaon Lions,ICONS,Lions CC,Econo Lodge Lions,Lions Youths,All Season Lions",All Rounder,Right Handed Batter,Right Arm Medium
Taher Chakera,1803739,Econo Lodge Lions,"Lions Castilla,Lions B,Lions Leo,Lions CC,Econo Lodge Lions,Lions Cricket Club,All Season Lions",All Rounder,Right Handed Batter,Right Arm Medium
Ali Raza Asghar,1803744,Karibu Tanzanite DCC,"DCC,Royal Strikers CC,Dcc,Karibu Tanzanite DCC,Dcc A,Dcc B,Horizon Teleports DCC,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Rehan Aman,1803743,Karibu Tanzanite DCC,"DCC,Royal Strikers CC,Dcc,Karibu Tanzanite DCC,Dcc A,Dcc B,Horizon Teleports DCC,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Abhishek Mani,1730677,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Piyush Rawal,1730676,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Saddamhussain Shahjahan,1741076,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Sridhar Akshay Girinathan,1785456,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Asha Ibrahim,1749589,Tca Women,Tca Women,All Rounder,Right Handed Batter,Right Arm Medium
Catherine Dominic,1911559,DSM Women,"Tca Women Combine,Dar Women Combine,Usambara Queens,Tca Women,Dar Combine Girls,DSM Women",All Rounder,Right Handed Batter,Right Arm Medium
Happy George,1749588,Usambara Queens,"Tca Women Combine,Dar Women Combine,Usambara Queens,Tca Women,Dar Combine Girls",All Rounder,Right Handed Batter,Right Arm Medium
Hawa Mzee,1834114,Women Combine,"Tca Women,Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Irene Kasembe,1749592,Twiga Girls,"Tca Women Combine,Twiga Girls,Dar Women Combine,Tca Women,Dar Combine Girls",All Rounder,Right Handed Batter,Right Arm Medium
Isabela Mathias,1814159,Dar Women Combine,"Tca Women Combine,Tca Women,Dar Combine Girls,Dar Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Kandida Laurent,1749595,Dar Women Combine,"Tca Women Combine,Dar Women Combine,Academy Girls,Tca Women",All Rounder,Right Handed Batter,Right Arm Medium
Lisa Mbwana,1749593,Tca Women,Tca Women,All Rounder,Right Handed Batter,Right Arm Medium
Monica Pascal,1749573,Mount Meru Queens,"Mount Meru Queens,Twiga Girls,Dar Women Combine,Tca Women,TCA WOMEN,Tca Women Combine,Academy Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwanaidi Shakimu,1749574,Dar Women Combine,"Tca Women Combine,Dar Women Combine,Tca Women,Dar Combine Girls,TCA WOMEN",All Rounder,Right Handed Batter,Right Arm Medium
Mwapwani Ally,1814154,DSM Women,"Mount Meru Queens,Simba Princess,Dar Women Combine,Tca Women,DSM Women,Tca Women Combine,TCA Women,Dar Combine Girls",All Rounder,Right Handed Batter,Right Arm Medium
Nasra Hamza,1749575,DSM Women,"Kilimanjaro Queens,Dar Women Combine,Tembo Warriors,Tca Women,Dar Motor36 Stars,DSM Women,Tca Women Combine,Academy Girls,TCA Women",All Rounder,Right Handed Batter,Right Arm Medium
Neema Justine,1803358,DSM Women,"Twiga Girls,Dar Women Combine,Ngorongoro Queens,Tca Women,DSM Women,TCA WOMEN,Tca Women Combine,Academy Girls",All Rounder,Right Handed Batter,Right Arm Medium
Nuru Omary,1803337,Simba Princess,"Tca Women Combine,Simba Princess,Dar Women Combine,Academy Girls,Tca Women",All Rounder,Right Handed Batter,Right Arm Medium
Saida Hamisi,1749583,Tembo Warriors,"Tca Women Combine,Dar Women Combine,Tembo Warriors,Tca Women,Dar Combine Girls",All Rounder,Right Handed Batter,Right Arm Medium
Sharifa Rashidi,1749597,Ruaha Girls,"Tca Women,Dar Combine Girls,Women Combine,DSM Women,Ruaha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Swaumu Aziz,1834113,Tca Women Combine,"Tca Women Combine,Dar Women Combine,Tca Women,Dar Combine Girls,Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Tatu Bakari,1749586,Tembo Warriors,"Tca Women Combine,Dar Women Combine,Tembo Warriors,Academy Girls,Tca Women",All Rounder,Right Handed Batter,Right Arm Medium
Zania Amani,1749587,Twiga Girls,"Tca Women Combine,Twiga Girls,Tca Women,Dar Combine Girls,Dar Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Zena Hassani,1767912,Mount Meru Queens,"Mount Meru Queens,Dar Women Combine,Tembo Warriors,Tca Women,Tca Women Combine,Dar Combine Girls",All Rounder,Right Handed Batter,Right Arm Medium
Zinaida Kelvin,1749591,Academy Girls,"Tca Women,Academy Girls",All Rounder,Right Handed Batter,Right Arm Medium
Faridi Bakari,1753503,Ngorongoro Titans,"Ngorongoro Titans,Royal Rhinos",Bowler,Right Handed Batter,Right Arm Medium
Omary Hilali,1753501,Alliance Caravans,"TCA Combine,Tembo Warriors,Sklpsc,Tanga Academy U18,Caravans C,Tanga Boys U17,Usambara Development,Sandy's Super Strikers,Caravans D,Sklpsc B,Usagara Academy,G1 Buffalo Blasters,Tanga Boys,Reliance Twiga Titans,Royal Rhinos,Caravans,Alliance Caravans,Caravans B",All Rounder,Right Handed Batter,Right Arm Medium
Kishwabi Ngozi,1753505,Morogoro Stars,"Caravans C,Morogoro Boys U18,Moro Stars,Morogoro Stars,Caravans B,Caravans,Royal Rhinos,Dar Boys,Ashton Buffalo Blasters,Alliance Caravans,EMPERORS,Twiga Titans,Simba Heroes",All Rounder,Right Handed Batter,Right Arm Medium
Amiri Sadiki,1753516,Macechu Boys,"TCA Combine,Annadil Burhani,Tanga Combine U18,Usambara Development,Macechu Stars,Upanga Sports Club,Macechu Boys,Upanga SC - B,Simba Kings,Tanga Combine,FMED Upanga,Tembo Stars,Buffalo Gladiators,Black & Decker Upanga",Bowler,Right Handed Batter,Right Arm Medium
Raymond Francis,1753515,Flashnet Strikers,"Strikers B,Strikers,Kilimanjaro Boys,Kinondoni Boys,Remax Strikers,Tembo Stars,Unisoft Rising Stars,Mwanza Phantom Boys,Flashnet Strikers,Tanzania U19,Meru Royal Rhinos",Bowler,Right Handed Batter,Right Arm Leg Spin
Ayubu Swedi,1753517,Arusha Boys U18,"Kilimanjaro Aces,Arusha Boys U18,Alaf Aces,Buffalo Blasters",All Rounder,Right Handed Batter,Right Arm Medium
Wilbert Martin,1722023,Caravans B,"Serengeti Giants,Alliance Caravans,Caravans B,Caravans,RAS Logistics Caravans B,Buffalo Blasters,Kilimanjaro Aces,Delaware Twiga Titans,Ashton Buffalo Blasters",All Rounder,Right Handed Batter,Right Arm Medium
Bhagirath Barad,1834708,Sklpsc B,"Sklpsc B,Sklpsc",All Rounder,Right Handed Batter,Right Arm Medium
Kulwa Mayoa,1814153,Dar Women Combine,"Tca Women Combine,Dar Combine Girls,Tca Women,Dar Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Zaituni Ramadhani,1834268,Dar Combine Girls,Dar Combine Girls,All Rounder,Right Handed Batter,Right Arm Medium
Zakia Saguti,1814155,Mount Meru Queens,"Mount Meru Queens,Dar Combine Girls",All Rounder,Right Handed Batter,Right Arm Medium
Adolphina Jelemia,1814166,Ruaha Girls,"Moro Women Combine,Magadu Women,Morogoro Girls U19,Sua Academy,Morogoro Stars,Usambara Girls,Ruaha Girls,Tca Women Combine,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Asia Kifea,1814167,Uluguru Stars,"Morogoro Stars,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Fatuma Dimoso,1845069,Morogoro Stars,"Moro Women Combine,Morogoro Stars,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Fatuma Kibasu,1814161,Uluguru Stars,"Kilimanjaro Queens,Moro Women Combine,Uluguru Stars,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Iren Methew,1814164,Moro Women Combine,"Moro Women Combine,Morogoro Stars,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Maimuna Fikiri,1823369,Tarangire Girls,"Kilimanjaro Queens,Moro Women Combine,Morogoro Girls U19,Uluguru Stars,Kilimanjaro Girls,Tarangire Girls",All Rounder,Right Handed Batter,Right Arm Medium
Martha Ekalist,1814165,Moro Women Combine,"Moro Women Combine,Morogoro Stars,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Mwanaid Ammy,1814168,Magadu Women,"Moro Women Combine,Ngorongoro Queens,Moro Stars,Magadu Women,Sua Academy,TCA WOMEN,Uluguru Stars,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Nuru Mrisho,1814170,Magadu Women,"Sua Academy,Magadu Women,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Scolastina John,1814171,Moro Women Combine,"Moro Women Combine,Morogoro Stars,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Shufaa Hamza,1814162,Tanga Women Combine,"Moro Women Combine,Ngorongoro Queens,Moro Stars,Sua Academy,TCA WOMEN,Tanga Women Combine,Tca Women Combine,TCA Women,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Sonia Chachala,1814163,Moro Women Combine,"Moro Women Combine,Morogoro Stars,TCA Women,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Swaum Adoph,1814169,Magadu Women,"Sua Academy,Magadu Women,Morogoro Girls U19,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Swaum Salum,1843984,Uluguru Stars,Uluguru Stars,All Rounder,Right Handed Batter,Right Arm Medium
Angela Agustino,1814324,Arusha Women Combine,"Arusha Women Combine,Arusha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Careen Christopher,1814317,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Grace Raphael,1814320,Arusha Women Combine,"Arusha Girls,Arusha Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Happy Raphaeli,1814323,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Lisa Justin,1814319,Arusha Women Combine,"Arusha Women Combine,Arusha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mariam Abedi,1814318,Arusha Women Combine,"Arusha Women Combine,Arusha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwanaisha Bakari,1814316,Arusha Women Combine,"Arusha Women Combine,Arusha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwasiti Jafari,1814327,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Nailegiegi George,1814322,Rhino Women,"Arusha Girls,Arusha Girls U19,Rhino Women,Usambara Girls,Arusha Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Rebeca Martin,1814326,Ruaha Girls,"Arusha Women Combine,Arusha Girls,Arusha Girls U19,Giraffe Women,Usambara Girls,Ruaha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Salha Athumani,1834267,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Sauda Tarimo,1814325,Kilumeru Girls,"Kilumeru Girls,Arusha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Zamda Maulidi,1814321,Arusha Women Combine,"Arusha Women Combine,Arusha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Amina Abasi,1843982,Women Combine,Women Combine,All Rounder,Right Handed Batter,Right Arm Medium
Amina Sefu,1834106,Macechu Girls,"Macechu Girls,Women Combine,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Ashura Juma,1834111,Morogoro Stars,"Morogoro Stars,Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Fatuma Mohamedi,1834107,Women Combine,Women Combine,All Rounder,Right Handed Batter,Right Arm Medium
Fatuma Mwangombe,1834079,Women Combine,Women Combine,All Rounder,Right Handed Batter,Right Arm Medium
Kauthari Abdallah,1834109,Women Combine,Women Combine,All Rounder,Right Handed Batter,Right Arm Medium
Leila Ramadhani,1843980,Ngorongoro Queens,"Ngorongoro Queens,Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Mwajuma Rajabu,1843983,Sua Academy,"Sua Academy,Women Combine,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Mwanaidi Muhidini,1835244,Morogoro Stars,"Morogoro Stars,Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Mwansiti Ramadhani,1834108,Simba Queens,"Women Combine,Simba Queens",All Rounder,Right Handed Batter,Right Arm Medium
Rabia Omary,1843981,Women Combine,Women Combine,All Rounder,Right Handed Batter,Right Arm Medium
Sania Hamad,1834080,Ngorongoro Queens,"Ngorongoro Queens,Women Combine,Simba Queens,Twiga Queens,Tanga Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Sunat Shabani,1834115,Women Combine,Women Combine,All Rounder,Right Handed Batter,Right Arm Medium
Aisha Shehe,1814338,Tanga U17 Girls,"Tanga U17 Girls,Twiga Queens,Tanga Girls U19,Simba Queens,Tanga Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Amina Hassan,1814334,Tanga Women Combine,"Tanga Women Combine,Twiga Queens,Macechu Girls,Simba Queens",All Rounder,Right Handed Batter,Right Arm Medium
Bahati Suleiman,1814333,Korogwe Girls,"Korogwe Girls,Simba Queens,Tanga Women Combine,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Christina Richard,1814337,Simba Queens,"Ngorongoro Queens,Simba Queens",All Rounder,Right Handed Batter,Right Arm Medium
Furaha Kuziwa,1814332,Simba Queens,Simba Queens,All Rounder,Right Handed Batter,Right Arm Medium
Hudaa Mrisho,1814328,Tanga Women Combine,"Usambara Queens,Moro Women Combine,Tanga Women Combine,Sua Academy,Simba Queens,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Mkejina Saidi,1814331,Simba Queens,Simba Queens,All Rounder,Right Handed Batter,Right Arm Medium
Mwanaidi Amani,1814330,Usambara Queens,"Usambara Queens,Tanga Women Combine,Korogwe Girls,Simba Queens",All Rounder,Right Handed Batter,Right Arm Medium
Mwanamvua Hamisi,1814339,Tanga Women Combine,"Ngorongoro Queens,Tanga Women Combine,Twiga Queens,Simba Queens,TCA WOMEN,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Rahma Yahaya,1814335,Ruaha Girls,"Tanga Women Combine,Korogwe Girls,Tanga Girls U19,Usambara Girls,Ruaha Girls,Macechu Girls,Tanga U17 Girls,Tca Women Combine,TCA Women,Simba Queens",All Rounder,Right Handed Batter,Right Arm Medium
Salma Athumani,1814336,Twiga Girls,"Simba Queens,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Sophia Frank,1814329,Tanga Women Combine,"Mount Meru Queens,Tanga Women Combine,Twiga Queens,Simba Queens,TCA WOMEN,Tca Women Combine,TCA Women",All Rounder,Right Handed Batter,Right Arm Medium
Lightness Eliud,1803342,Tarangire Girls,"Mount Meru Queens,Tembo Warriors,Dar Girls U19,DSM Women,Tarangire Girls,Usambara Girls,Tca Women Combine,Dar Women Combine,Academy Girls,Tca Women,Mchanganyiko Girls",All Rounder,Right Handed Batter,Right Arm Medium
Suzana Alex,1803343,Academy Girls,Academy Girls,All Rounder,Right Handed Batter,Right Arm Medium
Winifrida Jelemia,1845329,Tca Women Combine,"Tca Women Combine,Simba Princess,Dar Women Combine,Academy Girls,TCA Women,Tca Women,TCA WOMEN",All Rounder,Right Handed Batter,Right Arm Medium
Yusra Abdi,1803345,Academy Girls,Academy Girls,All Rounder,Right Handed Batter,Right Arm Medium
Zuhura Masudi,1803344,Tarangire Girls,"Kilimanjaro Queens,Simba Princess,Dar Girls U19,DSM Women,Kilimanjaro Girls,Tarangire Girls,Tca Women Combine,Dar Women Combine,Academy Girls,Tca Women,Mchanganyiko Girls",All Rounder,Right Handed Batter,Right Arm Medium
Adelina Joseph,1802946,Sua Queens,Sua Queens,All Rounder,Right Handed Batter,Right Arm Medium
Asha Daud,1802942,Uluguru Stars,"Uluguru Stars,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Donicia Helment,1802944,Kilimanjaro Girls,"Moro Women Combine,Uluguru Stars,Sua Queens,Kilimanjaro Girls",All Rounder,Right Handed Batter,Right Arm Medium
Dorice Helment,1802939,Sua Queens,"Moro Women Combine,Ngorongoro Queens,Morogoro Girls U19,Sua Queens,Morogoro Stars",All Rounder,Right Handed Batter,Right Arm Medium
